repository,issue_number,issue_url,state,decision,decision_provenance
eosphoros-ai/DB-GPT,1365,https://github.com/eosphoros-ai/DB-GPT/issues/1365,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1367,https://github.com/eosphoros-ai/DB-GPT/issues/1367,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1371,https://github.com/eosphoros-ai/DB-GPT/issues/1371,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1372,https://github.com/eosphoros-ai/DB-GPT/issues/1372,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1375,https://github.com/eosphoros-ai/DB-GPT/issues/1375,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1376,https://github.com/eosphoros-ai/DB-GPT/issues/1376,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1379,https://github.com/eosphoros-ai/DB-GPT/issues/1379,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1389,https://github.com/eosphoros-ai/DB-GPT/issues/1389,closed,Include,Present in released 654-issue dataset
eosphoros-ai/DB-GPT,1390,https://github.com/eosphoros-ai/DB-GPT/issues/1390,closed,Include,Present in released 654-issue dataset
eosphoros-ai/DB-GPT,1394,https://github.com/eosphoros-ai/DB-GPT/issues/1394,closed,Include,Present in released 654-issue dataset
eosphoros-ai/DB-GPT,1397,https://github.com/eosphoros-ai/DB-GPT/issues/1397,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1398,https://github.com/eosphoros-ai/DB-GPT/issues/1398,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1399,https://github.com/eosphoros-ai/DB-GPT/issues/1399,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1400,https://github.com/eosphoros-ai/DB-GPT/issues/1400,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1401,https://github.com/eosphoros-ai/DB-GPT/issues/1401,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1402,https://github.com/eosphoros-ai/DB-GPT/issues/1402,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1406,https://github.com/eosphoros-ai/DB-GPT/issues/1406,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1415,https://github.com/eosphoros-ai/DB-GPT/issues/1415,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1418,https://github.com/eosphoros-ai/DB-GPT/issues/1418,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1420,https://github.com/eosphoros-ai/DB-GPT/issues/1420,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1421,https://github.com/eosphoros-ai/DB-GPT/issues/1421,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1422,https://github.com/eosphoros-ai/DB-GPT/issues/1422,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1425,https://github.com/eosphoros-ai/DB-GPT/issues/1425,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1426,https://github.com/eosphoros-ai/DB-GPT/issues/1426,closed,Include,Present in released 654-issue dataset
eosphoros-ai/DB-GPT,1441,https://github.com/eosphoros-ai/DB-GPT/issues/1441,closed,Include,Present in released 654-issue dataset
eosphoros-ai/DB-GPT,1444,https://github.com/eosphoros-ai/DB-GPT/issues/1444,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1445,https://github.com/eosphoros-ai/DB-GPT/issues/1445,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1446,https://github.com/eosphoros-ai/DB-GPT/issues/1446,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1450,https://github.com/eosphoros-ai/DB-GPT/issues/1450,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1452,https://github.com/eosphoros-ai/DB-GPT/issues/1452,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1453,https://github.com/eosphoros-ai/DB-GPT/issues/1453,closed,Include,Present in released 654-issue dataset
eosphoros-ai/DB-GPT,1455,https://github.com/eosphoros-ai/DB-GPT/issues/1455,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1457,https://github.com/eosphoros-ai/DB-GPT/issues/1457,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1458,https://github.com/eosphoros-ai/DB-GPT/issues/1458,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1459,https://github.com/eosphoros-ai/DB-GPT/issues/1459,closed,Include,Present in released 654-issue dataset
eosphoros-ai/DB-GPT,1460,https://github.com/eosphoros-ai/DB-GPT/issues/1460,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1461,https://github.com/eosphoros-ai/DB-GPT/issues/1461,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1462,https://github.com/eosphoros-ai/DB-GPT/issues/1462,closed,Include,Present in released 654-issue dataset
eosphoros-ai/DB-GPT,1464,https://github.com/eosphoros-ai/DB-GPT/issues/1464,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1467,https://github.com/eosphoros-ai/DB-GPT/issues/1467,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1476,https://github.com/eosphoros-ai/DB-GPT/issues/1476,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1479,https://github.com/eosphoros-ai/DB-GPT/issues/1479,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1481,https://github.com/eosphoros-ai/DB-GPT/issues/1481,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1488,https://github.com/eosphoros-ai/DB-GPT/issues/1488,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1492,https://github.com/eosphoros-ai/DB-GPT/issues/1492,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1493,https://github.com/eosphoros-ai/DB-GPT/issues/1493,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1494,https://github.com/eosphoros-ai/DB-GPT/issues/1494,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1497,https://github.com/eosphoros-ai/DB-GPT/issues/1497,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1498,https://github.com/eosphoros-ai/DB-GPT/issues/1498,closed,Include,Present in released 654-issue dataset
eosphoros-ai/DB-GPT,1503,https://github.com/eosphoros-ai/DB-GPT/issues/1503,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1521,https://github.com/eosphoros-ai/DB-GPT/issues/1521,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1523,https://github.com/eosphoros-ai/DB-GPT/issues/1523,closed,Include,Present in released 654-issue dataset
eosphoros-ai/DB-GPT,1535,https://github.com/eosphoros-ai/DB-GPT/issues/1535,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1536,https://github.com/eosphoros-ai/DB-GPT/issues/1536,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1539,https://github.com/eosphoros-ai/DB-GPT/issues/1539,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1541,https://github.com/eosphoros-ai/DB-GPT/issues/1541,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1546,https://github.com/eosphoros-ai/DB-GPT/issues/1546,closed,Include,Present in released 654-issue dataset
eosphoros-ai/DB-GPT,1551,https://github.com/eosphoros-ai/DB-GPT/issues/1551,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1553,https://github.com/eosphoros-ai/DB-GPT/issues/1553,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1555,https://github.com/eosphoros-ai/DB-GPT/issues/1555,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1556,https://github.com/eosphoros-ai/DB-GPT/issues/1556,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1558,https://github.com/eosphoros-ai/DB-GPT/issues/1558,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1562,https://github.com/eosphoros-ai/DB-GPT/issues/1562,closed,Include,Present in released 654-issue dataset
eosphoros-ai/DB-GPT,1565,https://github.com/eosphoros-ai/DB-GPT/issues/1565,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1567,https://github.com/eosphoros-ai/DB-GPT/issues/1567,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1568,https://github.com/eosphoros-ai/DB-GPT/issues/1568,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1569,https://github.com/eosphoros-ai/DB-GPT/issues/1569,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1570,https://github.com/eosphoros-ai/DB-GPT/issues/1570,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1571,https://github.com/eosphoros-ai/DB-GPT/issues/1571,closed,Include,Present in released 654-issue dataset
eosphoros-ai/DB-GPT,1574,https://github.com/eosphoros-ai/DB-GPT/issues/1574,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1575,https://github.com/eosphoros-ai/DB-GPT/issues/1575,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1576,https://github.com/eosphoros-ai/DB-GPT/issues/1576,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1581,https://github.com/eosphoros-ai/DB-GPT/issues/1581,closed,Include,Present in released 654-issue dataset
eosphoros-ai/DB-GPT,1583,https://github.com/eosphoros-ai/DB-GPT/issues/1583,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1587,https://github.com/eosphoros-ai/DB-GPT/issues/1587,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1589,https://github.com/eosphoros-ai/DB-GPT/issues/1589,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1595,https://github.com/eosphoros-ai/DB-GPT/issues/1595,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1600,https://github.com/eosphoros-ai/DB-GPT/issues/1600,closed,Include,Present in released 654-issue dataset
eosphoros-ai/DB-GPT,1613,https://github.com/eosphoros-ai/DB-GPT/issues/1613,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1621,https://github.com/eosphoros-ai/DB-GPT/issues/1621,closed,Include,Present in released 654-issue dataset
eosphoros-ai/DB-GPT,1631,https://github.com/eosphoros-ai/DB-GPT/issues/1631,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1633,https://github.com/eosphoros-ai/DB-GPT/issues/1633,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1635,https://github.com/eosphoros-ai/DB-GPT/issues/1635,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1636,https://github.com/eosphoros-ai/DB-GPT/issues/1636,closed,Include,Present in released 654-issue dataset
eosphoros-ai/DB-GPT,1641,https://github.com/eosphoros-ai/DB-GPT/issues/1641,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1642,https://github.com/eosphoros-ai/DB-GPT/issues/1642,closed,Include,Present in released 654-issue dataset
eosphoros-ai/DB-GPT,1643,https://github.com/eosphoros-ai/DB-GPT/issues/1643,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1645,https://github.com/eosphoros-ai/DB-GPT/issues/1645,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1646,https://github.com/eosphoros-ai/DB-GPT/issues/1646,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1647,https://github.com/eosphoros-ai/DB-GPT/issues/1647,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1649,https://github.com/eosphoros-ai/DB-GPT/issues/1649,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1650,https://github.com/eosphoros-ai/DB-GPT/issues/1650,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1654,https://github.com/eosphoros-ai/DB-GPT/issues/1654,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1657,https://github.com/eosphoros-ai/DB-GPT/issues/1657,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1660,https://github.com/eosphoros-ai/DB-GPT/issues/1660,closed,Include,Present in released 654-issue dataset
eosphoros-ai/DB-GPT,1661,https://github.com/eosphoros-ai/DB-GPT/issues/1661,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1664,https://github.com/eosphoros-ai/DB-GPT/issues/1664,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1666,https://github.com/eosphoros-ai/DB-GPT/issues/1666,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1667,https://github.com/eosphoros-ai/DB-GPT/issues/1667,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1668,https://github.com/eosphoros-ai/DB-GPT/issues/1668,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1669,https://github.com/eosphoros-ai/DB-GPT/issues/1669,closed,Include,Present in released 654-issue dataset
eosphoros-ai/DB-GPT,1671,https://github.com/eosphoros-ai/DB-GPT/issues/1671,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1676,https://github.com/eosphoros-ai/DB-GPT/issues/1676,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1677,https://github.com/eosphoros-ai/DB-GPT/issues/1677,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1679,https://github.com/eosphoros-ai/DB-GPT/issues/1679,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1682,https://github.com/eosphoros-ai/DB-GPT/issues/1682,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1683,https://github.com/eosphoros-ai/DB-GPT/issues/1683,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1689,https://github.com/eosphoros-ai/DB-GPT/issues/1689,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1693,https://github.com/eosphoros-ai/DB-GPT/issues/1693,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1694,https://github.com/eosphoros-ai/DB-GPT/issues/1694,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1695,https://github.com/eosphoros-ai/DB-GPT/issues/1695,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1696,https://github.com/eosphoros-ai/DB-GPT/issues/1696,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1700,https://github.com/eosphoros-ai/DB-GPT/issues/1700,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1703,https://github.com/eosphoros-ai/DB-GPT/issues/1703,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1704,https://github.com/eosphoros-ai/DB-GPT/issues/1704,closed,Include,Present in released 654-issue dataset
eosphoros-ai/DB-GPT,1707,https://github.com/eosphoros-ai/DB-GPT/issues/1707,closed,Include,Present in released 654-issue dataset
eosphoros-ai/DB-GPT,1708,https://github.com/eosphoros-ai/DB-GPT/issues/1708,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1709,https://github.com/eosphoros-ai/DB-GPT/issues/1709,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1712,https://github.com/eosphoros-ai/DB-GPT/issues/1712,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1713,https://github.com/eosphoros-ai/DB-GPT/issues/1713,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1714,https://github.com/eosphoros-ai/DB-GPT/issues/1714,closed,Include,Present in released 654-issue dataset
eosphoros-ai/DB-GPT,1715,https://github.com/eosphoros-ai/DB-GPT/issues/1715,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1716,https://github.com/eosphoros-ai/DB-GPT/issues/1716,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1722,https://github.com/eosphoros-ai/DB-GPT/issues/1722,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1723,https://github.com/eosphoros-ai/DB-GPT/issues/1723,closed,Include,Present in released 654-issue dataset
eosphoros-ai/DB-GPT,1726,https://github.com/eosphoros-ai/DB-GPT/issues/1726,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1728,https://github.com/eosphoros-ai/DB-GPT/issues/1728,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1729,https://github.com/eosphoros-ai/DB-GPT/issues/1729,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1733,https://github.com/eosphoros-ai/DB-GPT/issues/1733,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1739,https://github.com/eosphoros-ai/DB-GPT/issues/1739,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1745,https://github.com/eosphoros-ai/DB-GPT/issues/1745,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1746,https://github.com/eosphoros-ai/DB-GPT/issues/1746,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1748,https://github.com/eosphoros-ai/DB-GPT/issues/1748,closed,Include,Present in released 654-issue dataset
eosphoros-ai/DB-GPT,1751,https://github.com/eosphoros-ai/DB-GPT/issues/1751,closed,Include,Present in released 654-issue dataset
eosphoros-ai/DB-GPT,1752,https://github.com/eosphoros-ai/DB-GPT/issues/1752,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1756,https://github.com/eosphoros-ai/DB-GPT/issues/1756,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1761,https://github.com/eosphoros-ai/DB-GPT/issues/1761,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1762,https://github.com/eosphoros-ai/DB-GPT/issues/1762,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1764,https://github.com/eosphoros-ai/DB-GPT/issues/1764,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1768,https://github.com/eosphoros-ai/DB-GPT/issues/1768,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1770,https://github.com/eosphoros-ai/DB-GPT/issues/1770,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1774,https://github.com/eosphoros-ai/DB-GPT/issues/1774,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1775,https://github.com/eosphoros-ai/DB-GPT/issues/1775,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1776,https://github.com/eosphoros-ai/DB-GPT/issues/1776,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1777,https://github.com/eosphoros-ai/DB-GPT/issues/1777,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1778,https://github.com/eosphoros-ai/DB-GPT/issues/1778,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1779,https://github.com/eosphoros-ai/DB-GPT/issues/1779,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1783,https://github.com/eosphoros-ai/DB-GPT/issues/1783,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1785,https://github.com/eosphoros-ai/DB-GPT/issues/1785,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1788,https://github.com/eosphoros-ai/DB-GPT/issues/1788,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1790,https://github.com/eosphoros-ai/DB-GPT/issues/1790,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1793,https://github.com/eosphoros-ai/DB-GPT/issues/1793,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1795,https://github.com/eosphoros-ai/DB-GPT/issues/1795,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1798,https://github.com/eosphoros-ai/DB-GPT/issues/1798,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1809,https://github.com/eosphoros-ai/DB-GPT/issues/1809,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1815,https://github.com/eosphoros-ai/DB-GPT/issues/1815,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1835,https://github.com/eosphoros-ai/DB-GPT/issues/1835,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1838,https://github.com/eosphoros-ai/DB-GPT/issues/1838,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1842,https://github.com/eosphoros-ai/DB-GPT/issues/1842,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1844,https://github.com/eosphoros-ai/DB-GPT/issues/1844,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1864,https://github.com/eosphoros-ai/DB-GPT/issues/1864,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1865,https://github.com/eosphoros-ai/DB-GPT/issues/1865,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1872,https://github.com/eosphoros-ai/DB-GPT/issues/1872,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1885,https://github.com/eosphoros-ai/DB-GPT/issues/1885,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1886,https://github.com/eosphoros-ai/DB-GPT/issues/1886,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1896,https://github.com/eosphoros-ai/DB-GPT/issues/1896,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1927,https://github.com/eosphoros-ai/DB-GPT/issues/1927,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1939,https://github.com/eosphoros-ai/DB-GPT/issues/1939,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1986,https://github.com/eosphoros-ai/DB-GPT/issues/1986,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,1990,https://github.com/eosphoros-ai/DB-GPT/issues/1990,closed,Include,Present in released 654-issue dataset
eosphoros-ai/DB-GPT,1996,https://github.com/eosphoros-ai/DB-GPT/issues/1996,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,2012,https://github.com/eosphoros-ai/DB-GPT/issues/2012,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,2013,https://github.com/eosphoros-ai/DB-GPT/issues/2013,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,2017,https://github.com/eosphoros-ai/DB-GPT/issues/2017,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,2020,https://github.com/eosphoros-ai/DB-GPT/issues/2020,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,2031,https://github.com/eosphoros-ai/DB-GPT/issues/2031,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,2042,https://github.com/eosphoros-ai/DB-GPT/issues/2042,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
eosphoros-ai/DB-GPT,2065,https://github.com/eosphoros-ai/DB-GPT/issues/2065,closed,Include,Present in released 654-issue dataset
eosphoros-ai/DB-GPT,2068,https://github.com/eosphoros-ai/DB-GPT/issues/2068,closed,Include,Present in released 654-issue dataset
